Geo Point;Geo Shape;Arrondissement;Adresse;Proposition non réalisable;Type de végétalisation;Etat de la proposition;Numéro;Commentaitre accompagnant la proposition;Avancement du projet
48.8626999996,2.36985400034;"{""type"": ""Point"", ""coordinates"": [2.369854000341769, 48.86269999955092]}";75011.0;9  Passage Saint-Pierre Amelot;-;pot ou bac à fleurs;proposition réalisable techniquement mais non retenue dans les 200 points de végétalisation;S2014I2138;-;-
48.8578729999,2.39899900067;"{""type"": ""Point"", ""coordinates"": [2.398999000669251, 48.857872999859396]}";75020.0;117  Rue de la Réunion;la proposition n'a pas été retenue car le trottoir est trop étroit;Pot ou bac à fleurs;Propositions non réalisables techniquement;S2014H37;pas de commentaires;-
48.8362920003,2.38526100045;"{""type"": ""Point"", ""coordinates"": [2.385261000454946, 48.83629200029853]}";75012.0;16  Rue de Bercy;-;Pot ou bac à fleurs;proposition réalisable techniquement mais non retenue dans les 200 points de végétalisation;S2014G4574;-;-
48.874025,2.39554199938;"{""type"": ""Point"", ""coordinates"": [2.395541999381456, 48.8740249999804]}";75020.0;31  Rue du Soleil;-;Pot ou bac à fleurs;proposition réalisable techniquement mais non retenue dans les 200 points de végétalisation;S2014H2761;-;-
48.833593,2.36186099941;"{""type"": ""Point"", ""coordinates"": [2.361860999414175, 48.833593000008904]}";75013.0;4-10 Place Pinel;-;Pot ou bac à fleurs;proposition réalisable techniquement mais non retenue dans les 200 points de végétalisation;S2014G2729;-;-
48.886468,2.32364200019;"{""type"": ""Point"", ""coordinates"": [2.323642000187004, 48.88646800004314]}";75017.0;27  Rue Lemercier;-;Pot ou bac à fleurs;proposition réalisable techniquement mais non retenue dans les 200 points de végétalisation;S2014G3077;-;-
48.873108,2.38146600036;"{""type"": ""Point"", ""coordinates"": [2.381466000360798, 48.873108000037995]}";75020.0;50  Rue de Belleville;-;Jardinière en pleine terre;proposition réalisable techniquement mais non retenue dans les 200 points de végétalisation;S2014H837;-;-
48.8657100001,2.37741700012;"{""type"": ""Point"", ""coordinates"": [2.377417000122777, 48.865710000143004]}";75011.0;105 Rue Oberkampf;la proposition n'a pas été retenue car peu compatible avec la circulation des piétons (forte fréquentation, piétinement, gêne) ou aggraverait l'encombrement de l'espace public concerné;Végétalisation d'un pied d'arbre;Propositions non réalisables techniquement;S2014I4046;Du vert pour embellir cette rue, éviter squats et dégradations !;-
48.8735279999,2.34478900017;"{""type"": ""Point"", ""coordinates"": [2.3447890001746963, 48.873527999907964]}";75009.0;Rue de la Boule Rouge;l'absence de commentaires ou de photos, ou de précisions suffisantes, n'ont pas permis aux services de caractériser le type de végétalisation souhaité ou un emplacement suffisament précis;Autre proposition;Propositions non réalisables techniquement;S2014G2139;pas de commentaires;-
48.8825559999,2.32369400061;"{""type"": ""Point"", ""coordinates"": [2.323694000607659, 48.882555999930446]}";75008.0;29  Boulevard des Batignolles;la proposition n'a pas été retenue car elle faisait état d'un dysfonctionnement de l'espace public, et ne rentrait pas dans le cadre de l'opération Du Vert Près de Chez Moi;Plantation d?arbre;Propositions non réalisables techniquement;S2014I4861;cet arbre est en très mauvais et de plus jamais taillé URGENT;-
48.8724849997,2.3523159995;"{""type"": ""Point"", ""coordinates"": [2.352315999501029, 48.87248499971153]}";75010.0;Cour des Petites Ecuries;la proposition n'a pas été retenue car le mur proposé est apparu inadéquat ou en mauvais état;Mur végétalisé;Propositions non réalisables techniquement;S2014I4258;Cet espace piéton pourrait devenir un petit havre de verdure citadin : mur végétalisé, arbres, fleurs...;-
48.8291249997,2.3251049996;"{""type"": ""Point"", ""coordinates"": [2.325104999600377, 48.82912499969825]}";75014.0;Rue d'Alésia;la proposition n'a pas été retenue du fait du caractère sensible du site proposé;Autre proposition;Propositions non réalisables techniquement;S2014H709;vegetalisation des bordures grillagees le long du trottoir dans la rue d alesia entre les rues des plantes et rue raymond losserand.;-
48.8667390001,2.28222600058;"{""type"": ""Point"", ""coordinates"": [2.28222600057906, 48.86673900012337]}";75016.0;22  Rue des Belles Feuilles;la proposition n'a pas été retenue car l'espace n'est pas suffisant;Autre proposition;Propositions non réalisables techniquement;S2014G3456;pas de commentaires;-
48.8912060002,2.38431299964;"{""type"": ""Point"", ""coordinates"": [2.384312999644313, 48.891206000158455]}";75019.0;23  Quai de l'Oise;la proposition n'a pas été retenue du fait d'un support incompatible avec la mise en place de végétation;Autre proposition;Propositions non réalisables techniquement;S2014I4880;"passerelle de la petite ceinture qui enjambe
 le canal de l'ourcq";-
48.8692119999,2.3490870004;"{""type"": ""Point"", ""coordinates"": [2.349087000401128, 48.869211999868384]}";75002.0;20  Rue Beauregard;la proposition n'a pas été retenue car aucun mur susceptible de servir de support à de la végétation n'a été trouvé à l'adresse indiquée;Mur végétalisé;Propositions non réalisables techniquement;S2014G4006;pas de commentaires;-
48.8285180001,2.37419000015;"{""type"": ""Point"", ""coordinates"": [2.374190000147371, 48.82851800014477]}";75013.0;1  Rue Leredde;la proposition n'a pas été retenue car le mur proposé est apparu inadéquat ou en mauvais état;Mur végétalisé;Propositions non réalisables techniquement;S2014G4532;pas de commentaires;-
48.8689618665,2.37427555936;"{""type"": ""Point"", ""coordinates"": [2.374275559358238, 48.868961866478216]}";75011.0;161 rue saint maur;-;Végétalisation d'un pied d'arbre;proposition réalisable et retenue dans les 200 points de végétalisation;S2014I1623;-;Réalisé
48.8690699999,2.35324000067;"{""type"": ""Point"", ""coordinates"": [2.353240000665227, 48.86906999994016]}";75002.0;Rue Sainte-Apolline;la proposition n'a pas été retenue car le trottoir est trop étroit;Plantation d?arbre;Propositions non réalisables techniquement;S2014H741;Un peu de verdure;-
48.8751099999,2.34304600043;"{""type"": ""Point"", ""coordinates"": [2.343046000431992, 48.875109999942794]}";75009.0;9  Rue Cadet;la proposition n'a pas été retenue car elle correspond à un opération de plus grande ampleur, incluant potentiellement des travaux relativement conséquents, allant au-delà de cet appel à propositions qui vise à développer une végétalisation de;Autre proposition;Propositions non réalisables techniquement;S2014I4326;Dans le cadre de la campagne du vert près de chez vous, je vous soumets la proposition de transformer la cour cadet en espace vert et aire de jeux.;-
48.8761280001,2.35524799995;"{""type"": ""Point"", ""coordinates"": [2.355247999948607, 48.8761280000968]}";75010.0;5  Cour de la Ferme Saint-Lazare;la proposition n'a pas été retenue car l'espace n'est pas suffisant;Jardinière en pleine terre;Propositions non réalisables techniquement;S2014G2842;Un pry de verdure . Car il en manque. La disposer de façon à dissuader ceux qui font leurs besoins ici;-
48.8759079996,2.35639100034;"{""type"": ""Point"", ""coordinates"": [2.356391000337305, 48.87590799956797]}";75010.0;Boulevard de Magenta;l'absence de commentaires ou de photos, ou de précisions suffisantes, n'ont pas permis aux services de caractériser le type de végétalisation souhaité ou un emplacement suffisament précis;Végétalisation d'un pied d'arbre;Propositions non réalisables techniquement;S2014I3153;pas de commentaires;-
48.8636220004,2.38037000053;"{""type"": ""Point"", ""coordinates"": [2.380370000532332, 48.86362200038651]}";75011.0;9 Rue Guillaume Bertrand;la proposition n'a pas été retenue car l'espace n'est pas suffisant;Plantation d?arbre;Propositions non réalisables techniquement;S2014H1871;Planter des arbres sur le trottoir large;-
48.8833519998,2.34432700052;"{""type"": ""Point"", ""coordinates"": [2.344327000516354, 48.88335199981529]}";75018.0;Passage Briquet;la proposition n'a pas été retenue à cause du manque de luminosité du site proposé, incompatible avec le développement de la végétation;Mur végétalisé;Propositions non réalisables techniquement;S2014G1993;pas de commentaires;-
48.8371729996,2.35779200033;"{""type"": ""Point"", ""coordinates"": [2.357792000329019, 48.83717299957233]}";75013.0;Rue Duméril;la proposition n'a pas été retenue car elle remet en cause un aménagement réalisé récemment ou prévu prochainement;Végétalisation d'un pied d'arbre;Propositions non réalisables techniquement;S2014I6028;"Aménager les abords des 4 arbres de la 
placette pour éviter les dépôts de déchets en tout genre";-
48.886639,2.35637900038;"{""type"": ""Point"", ""coordinates"": [2.356379000380647, 48.88663899995017]}";75018.0;23 Rue Stephenson;la proposition ne rentre pas dans le cadre de l'opération Du Vert Près de Chez Moi car elle est sans rapport avec une végétalisation de proximité sur l'espace public;Mur végétalisé;Propositions non réalisables techniquement;S2014G3502;"Gardons des espaces vert rue cavé avec le jardin partagé 
déjà en place le jardin de la goutte d'or";-
48.893938,2.34746599968;"{""type"": ""Point"", ""coordinates"": [2.347465999680081, 48.89393800002467]}";75018.0;27  Boulevard Ornano;la proposition n'a pas été retenue car peu compatible avec la circulation des piétons (forte fréquentation, piétinement, gêne) ou aggraverait l'encombrement de l'espace public concerné;Végétalisation d'un pied d'arbre;Propositions non réalisables techniquement;S2014G3009;pas de commentaires;-
48.8738790002,2.39517499965;"{""type"": ""Point"", ""coordinates"": [2.395174999651668, 48.87387900019228]}";75020.0;26  Rue du Soleil;une proposition similaire a déjà été proposée et a été retenue. Le projet est à l'étude.;Plantation d?arbre;Propositions non réalisables techniquement;S2014I1551;Bonjour, Le coin du 26 rue du Soleil devient souvent une décharge. Le panneau d'affichage accroché au mur n'a pas résolu la question. Si on plante des arbres à cet endroit où il y a un coin mort, cela aidera peut-être à le garder plus propre.;-
48.8515720002,2.39272699953;"{""type"": ""Point"", ""coordinates"": [2.392726999533609, 48.85157200016197]}";75011.0;Passage Turquetil;-;mur végétalisé;proposition réalisable techniquement mais non retenue dans les 200 points de végétalisation;;-;-
48.8741209999,2.40326400014;"{""type"": ""Point"", ""coordinates"": [2.403264000135013, 48.874120999913295]}";75020.0;81 Rue Haxo;la proposition ne rentre pas dans le cadre de l'opération Du Vert Près de Chez Moi car elle est sans rapport avec une végétalisation de proximité sur l'espace public;Autre proposition;Propositions non réalisables techniquement;S2014I2715;"SOS sur le parking des Otages , ""espace vert protégé"" du PLU, 7 arbres sont marqués d'une croix rouge avant abattage !";-
48.8947480002,2.36551000023;"{""type"": ""Point"", ""coordinates"": [2.365510000233062, 48.894748000162565]}";75018.0;5  Rue Tristan Tzara;-;Pot ou bac à fleurs;proposition réalisable techniquement mais non retenue dans les 200 points de végétalisation;S2014H533;-;-
48.8668389998,2.39758700062;"{""type"": ""Point"", ""coordinates"": [2.397587000616968, 48.866838999831096]}";75020.0;Rue Orfila;la proposition n'a pas été retenue car elle concerne une zone située en dehors du domaine public géré par la Ville de Paris;Pot ou bac à fleurs;Propositions non réalisables techniquement;S2014H1764;"Certains immeubles au niveau du 90 et 57 sont
 en retrait d'alignement, pourriez vous mettre des bacs à plantes, ce serat plus gai. merci";-
48.8966519996,2.34199900033;"{""type"": ""Point"", ""coordinates"": [2.341999000332933, 48.89665199955017]}";75018.0;100  Rue du Ruisseau;-;Pot ou bac à fleurs;proposition réalisable techniquement mais non retenue dans les 200 points de végétalisation;S2014G4232;-;-
48.8689130003,2.34742100003;"{""type"": ""Point"", ""coordinates"": [2.3474210000320612, 48.868913000268655]}";75002.0;4 Rue des Jeûneurs;la proposition n'a pas été retenue car l'espace n'est pas suffisant;Pot ou bac à fleurs;Propositions non réalisables techniquement;S2014G3130;Angle d'un recoin devant une boutique de murs végétaux;-
48.8531750001,2.3315029995;"{""type"": ""Point"", ""coordinates"": [2.331502999504431, 48.85317500012858]}";75006.0;14  Rue Bernard Palissy;la proposition n'a pas été retenue car aucun mur susceptible de servir de support à de la végétation n'a été trouvé à l'adresse indiquée;Mur végétalisé;Propositions non réalisables techniquement;S2014G1869;pas de commentaires;-
48.8785259999,2.37149899948;"{""type"": ""Point"", ""coordinates"": [2.371498999479587, 48.87852599985013]}";75019.0;Boulevard de la Villette;la proposition n'a pas été retenue car elle correspond à un opération de plus grande ampleur, incluant potentiellement des travaux relativement conséquents, allant au-delà de cet appel à propositions qui vise à développer une végétalisation de;Autre proposition;Propositions non réalisables techniquement;S2014G4264;Aménagement d'une coulée verte (pelouse + arbres le long du terre plein central);-
